Time - Plot 0	Amplitude - Plot 0
0.4017	4.31E-05
0.4018	7.56E-05
0.4019	0.000108018
0.402	7.56E-05
0.4021	0.000172948
0.4022	0.000108018
0.4023	0.000140483
0.4024	7.56E-05
0.4025	4.31E-05
0.4026	0.000108018
0.4027	0.000237877
0.4028	4.31E-05
0.4029	0.000140483
0.403	1.06E-05
0.4031	0.000140483
0.4032	0.000205413
0.4033	0.000140483
0.4034	0.000172948
0.4035	1.06E-05
0.4036	4.31E-05
0.4037	0.000108018
0.4038	0.000172948
0.4039	0.000237877
0.404	0.000172948
0.4041	0.000108018
0.4042	4.31E-05
0.4043	0.000237877
0.4044	0.000172948
0.4045	0.000172948
0.4046	0.000140483
0.4047	0.000237877
0.4048	0.000270342
0.4049	0.000140483
0.405	0.000140483
0.4051	0.000237877
0.4052	0.000140483
0.4053	0.000205413
0.4054	0.000205413
0.4055	0.000205413
0.4056	0.000205413
0.4057	0.000172948
0.4058	0.000270342
0.4059	0.000302807
0.406	0.000237877
0.4061	0.000237877
0.4062	0.000270342
0.4063	0.000270342
0.4064	0.000335272
0.4065	0.000270342
0.4066	0.000205413
0.4067	0.000270342
0.4068	0.000237877
0.4069	0.000302807
0.407	0.000205413
0.4071	0.000270342
0.4072	0.000237877
0.4073	0.000367737
0.4074	0.000302807
0.4075	0.000335272
0.4076	0.000400202
0.4077	0.000367737
0.4078	0.000400202
0.4079	0.000432667
0.408	0.000400202
0.4081	0.000367737
0.4082	0.000237877
0.4083	0.000400202
0.4084	0.000400202
0.4085	0.000400202
0.4086	0.000400202
0.4087	0.000302807
0.4088	0.000400202
0.4089	0.000367737
0.409	0.000367737
0.4091	0.000465131
0.4092	0.000367737
0.4093	0.000400202
0.4094	0.000367737
0.4095	0.000367737
0.4096	0.000465131
0.4097	0.000335272
0.4098	0.000400202
0.4099	0.000497596
0.41	0.000400202
0.4101	0.000465131
0.4102	0.000367737
0.4103	0.000497596
0.4104	0.000497596
0.4105	0.000497596
0.4106	0.000530061
0.4107	0.000335272
0.4108	0.000400202
0.4109	0.000465131
0.411	0.000562526
0.4111	0.000465131
0.4112	0.000594991
0.4113	0.000400202
0.4114	0.000530061
0.4115	0.000530061
0.4116	0.000692385
0.4117	0.000530061
0.4118	0.000530061
0.4119	0.000497596
0.412	0.000530061
0.4121	0.000530061
0.4122	0.000530061
0.4123	0.000594991
0.4124	0.000659921
0.4125	0.000692385
0.4126	0.000627456
0.4127	0.000562526
0.4128	0.000659921
0.4129	0.000659921
0.413	0.000627456
0.4131	0.000659921
0.4132	0.000594991
0.4133	0.000627456
0.4134	0.000659921
0.4135	0.000692385
0.4136	0.000692385
0.4137	0.000594991
0.4138	0.000659921
0.4139	0.000594991
0.414	0.000627456
0.4141	0.000659921
0.4142	0.000692385
0.4143	0.000659921
